Date,Sales
2024-07-23,296.2455129639238
2024-07-24,282.05560826910056
2024-07-25,274.21021288949674
2024-07-26,300.09754012966357
2024-07-27,293.0739434764428
2024-07-28,280.9017896786357
2024-07-29,270.10578210986023
2024-07-30,302.3459747078124
2024-07-31,298.9623316424946
2024-08-01,287.67335203021617
2024-08-02,316.8137416571557
2024-08-03,273.0176761082734
2024-08-04,266.14243806180104
2024-08-05,278.60471223875425
2024-08-06,288.259252356594
2024-08-07,292.5545768246439
2024-08-08,285.24916086915755
2024-08-09,294.11356398263115
2024-08-10,270.02652755509985
2024-08-11,310.4248678378296
2024-08-12,287.50684376550174
2024-08-13,305.4712326439595
2024-08-14,293.8273678335715
2024-08-15,295.5145242125166
2024-08-16,297.1885557106565
2024-08-17,295.33861364299554
2024-08-18,298.2469187620539
2024-08-19,308.528645417997
2024-08-20,291.5266770416306
2024-08-21,299.2036731081217
2024-08-22,287.2146264188624
2024-08-23,310.15678494007614
2024-08-24,278.4058580980275
2024-08-25,315.5649466520014
2024-08-26,287.94997989560125
2024-08-27,267.09467223299976
2024-08-28,290.4842836333691
2024-08-29,278.3558579201822
2024-08-30,301.19272507080234
2024-08-31,278.8077010877785
2024-09-01,281.9208735601683
2024-09-02,260.28967840498706
2024-09-03,281.86998284149934
2024-09-04,252.32082308626377
2024-09-05,264.9475754440662
2024-09-06,300.14213347522104
2024-09-07,300.5554236501155
2024-09-08,295.1855241070918
2024-09-09,274.3370088797119
2024-09-10,288.1667403168757
2024-09-11,288.8719190212027
2024-09-12,271.59683673994334
2024-09-13,311.5724509722306
2024-09-14,302.2339146114736
2024-09-15,285.81387009457774
2024-09-16,289.5893347380804
2024-09-17,292.37237823844544
2024-09-18,258.68408823622633
2024-09-19,285.6688226537218
2024-09-20,279.2159987371135
2024-09-21,274.49365740163483
2024-09-22,285.3765725050951
2024-09-23,316.6364257673859
2024-09-24,299.3647598629119
2024-09-25,281.26836491507083
2024-09-26,298.51167279324125
2024-09-27,311.003096307986
2024-09-28,303.9750590727717
2024-09-29,291.095755965184
2024-09-30,280.59595411416944
2024-10-01,300.8750200065028
2024-10-02,296.40857427278627
2024-10-03,304.04177227957626
2024-10-04,300.25198654744094
2024-10-05,306.58118773276675
2024-10-06,282.92580425688516
2024-10-07,310.8346219251698
2024-10-08,294.1600208700334
2024-10-09,322.4501864930286
2024-10-10,281.11162601044146
2024-10-11,317.61998514561225
2024-10-12,294.68318040613764
2024-10-13,282.08013483740916
2024-10-14,284.7328883843714
2024-10-15,287.3286102730843
2024-10-16,298.64181347104727
2024-10-17,300.27020788729936
2024-10-18,283.9733594042402
2024-10-19,292.3675419346214
2024-10-20,325.0237190317268
2024-10-21,318.96239870799513
2024-10-22,299.7564607425524
2024-10-23,293.94676099623246
2024-10-24,295.3450111709985
2024-10-25,302.91785255523115
2024-10-26,278.5464245534624
2024-10-27,290.2035617404099
2024-10-28,269.2139897080005
2024-10-29,300.4122596721808
2024-10-30,304.31561093096633
2024-10-31,287.54620610300816
2024-11-01,318.5926823418813
2024-11-02,276.7877941550988
2024-11-03,273.40254741096095
2024-11-04,298.9313049288436
2024-11-05,311.46979623472635
2024-11-06,321.2234388865289
2024-11-07,289.2848392175141
2024-11-08,312.5542424837916
2024-11-09,296.0046455920216
2024-11-10,294.2033895873236
2024-11-11,310.2604756937781
2024-11-12,307.00541507316996
2024-11-13,273.7918684991947
2024-11-14,319.8051840731974
2024-11-15,318.5798908181648
2024-11-16,288.71859943070115
2024-11-17,304.26465361965165
2024-11-18,305.9656181390126
2024-11-19,302.6948028722906
2024-11-20,290.761578100572
2024-11-21,289.1751529948249
2024-11-22,299.10139017713726
2024-11-23,317.31264387430093
2024-11-24,308.1144873203395
2024-11-25,294.6417744425808
2024-11-26,312.01866093496466
2024-11-27,257.9588761695127
2024-11-28,318.163937977476
2024-11-29,275.08374153521385
2024-11-30,295.9913450944836
2024-12-01,284.8828931016443
2024-12-02,282.5091286154121
2024-12-03,319.59454391234897
2024-12-04,295.4207523392757
2024-12-05,307.88924814000416
2024-12-06,302.24454609260465
2024-12-07,310.3618309928948
2024-12-08,304.6175629917731
2024-12-09,284.48047248152284
2024-12-10,318.93053714925674
2024-12-11,296.8423752225812
2024-12-12,281.16314670744123
2024-12-13,298.35421281600054
2024-12-14,327.55226740948507
2024-12-15,318.0599434719484
2024-12-16,300.34334953805615
2024-12-17,300.6014983527434
2024-12-18,301.2837391752757
2024-12-19,337.52800470102164
2024-12-20,312.37490584543053
2024-12-21,313.36610695825766
2024-12-22,322.6398111335982
2024-12-23,311.03789233699973
2024-12-24,303.84128649612586
2024-12-25,305.05285222102185
2024-12-26,307.1955292266785
2024-12-27,307.98287888329867
2024-12-28,319.72748525278945
2024-12-29,309.8641745597014
2024-12-30,320.34659523120393
2024-12-31,308.41826589786547
